"age","workclass","education_num","occupation","capital_gain","capital_loss","hours_per_week","sex","group","race","relationship","marital_status","native_country","income","y","source_file","row_id","set_type"
27,"Private",9,"Handlers-cleaners",0,0,40,"Female","Female","White","Unmarried","Separated","Japan","<=50K",0,"adult.data",8713,"train_pool"
26,"Federal-gov",14,"Prof-specialty",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8714,"train_pool"
17,"Private",8,"Other-service",0,0,12,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8715,"train_pool"
59,"Self-emp-not-inc",9,"Sales",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","England",">50K",1,"adult.data",8716,"train_pool"
53,"Local-gov",9,"Exec-managerial",0,0,48,"Male","Male","Amer-Indian-Eskimo","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8717,"train_pool"
35,"Private",7,"Transport-moving",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8718,"train_pool"
34,"Local-gov",10,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8719,"train_pool"
36,"Private",9,"Tech-support",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8720,"train_pool"
36,"Private",9,"Sales",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8721,"train_pool"
29,"Private",10,"Sales",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8723,"train_pool"
35,"Private",13,"Prof-specialty",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8724,"train_pool"
59,"Self-emp-not-inc",13,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8725,"train_pool"
22,"Private",10,"Other-service",0,1602,10,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8726,"train_pool"
50,"Local-gov",14,"Prof-specialty",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8727,"train_pool"
24,"Federal-gov",13,"Prof-specialty",0,0,40,"Female","Female","Other","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8728,"train_pool"
36,"Private",13,"Tech-support",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8729,"train_pool"
31,"Private",9,"Machine-op-inspct",4386,0,40,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",8730,"train_pool"
38,"Private",4,"Sales",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",8732,"train_pool"
52,"Private",9,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8733,"train_pool"
46,"Private",6,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8734,"train_pool"
23,"Private",10,"Craft-repair",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8735,"train_pool"
54,"Private",3,"Sales",0,0,51,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8736,"train_pool"
33,"State-gov",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8739,"train_pool"
59,"Private",7,"Other-service",3908,0,28,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",8741,"train_pool"
54,"Private",9,"Other-service",0,0,32,"Female","Female","White","Unmarried","Widowed","United-States","<=50K",0,"adult.data",8742,"train_pool"
48,"Private",4,"Transport-moving",0,1672,55,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8743,"train_pool"
36,"Private",13,"Exec-managerial",0,0,70,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8745,"train_pool"
35,"Self-emp-not-inc",12,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8746,"train_pool"
47,"Private",10,"Adm-clerical",0,0,36,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8747,"train_pool"
33,"Private",13,"Exec-managerial",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8748,"train_pool"
48,"Self-emp-not-inc",13,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8749,"train_pool"
42,"Private",9,"Craft-repair",0,0,40,"Female","Female","Black","Unmarried","Separated","United-States","<=50K",0,"adult.data",8750,"train_pool"
19,"Private",10,"Other-service",0,0,24,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8751,"train_pool"
64,"Self-emp-inc",13,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8752,"train_pool"
51,"Self-emp-not-inc",13,"Farming-fishing",0,0,8,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8753,"train_pool"
20,"Federal-gov",9,"Adm-clerical",0,0,20,"Male","Male","White","Other-relative","Never-married","United-States","<=50K",0,"adult.data",8754,"train_pool"
28,"Private",9,"Other-service",0,0,40,"Male","Male","White","Not-in-family","Never-married","Puerto-Rico","<=50K",0,"adult.data",8755,"train_pool"
52,"Private",14,"Exec-managerial",0,1902,50,"Male","Male","White","Husband","Married-civ-spouse","Greece",">50K",1,"adult.data",8756,"train_pool"
29,"Self-emp-not-inc",10,"Craft-repair",0,0,45,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8757,"train_pool"
51,"Private",13,"Sales",0,0,40,"Male","Male","White","Not-in-family","Separated","United-States","<=50K",0,"adult.data",8758,"train_pool"
36,"Private",9,"Prof-specialty",0,2377,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8759,"train_pool"
43,"Private",13,"Sales",15024,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8760,"train_pool"
50,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States",">50K",1,"adult.data",8762,"train_pool"
25,"Private",10,"Other-service",0,0,30,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8763,"train_pool"
36,"Private",12,"Adm-clerical",0,0,40,"Female","Female","Black","Unmarried","Never-married","Jamaica","<=50K",0,"adult.data",8764,"train_pool"
44,"Private",10,"Exec-managerial",0,0,60,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",8765,"train_pool"
47,"Private",6,"Transport-moving",0,0,45,"Male","Male","Black","Not-in-family","Married-spouse-absent","United-States","<=50K",0,"adult.data",8766,"train_pool"
32,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Own-child","Divorced","United-States","<=50K",0,"adult.data",8767,"train_pool"
37,"Private",14,"Prof-specialty",0,0,40,"Male","Male","Asian-Pac-Islander","Unmarried","Never-married","South","<=50K",0,"adult.data",8768,"train_pool"
40,"Private",9,"Adm-clerical",2829,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8769,"train_pool"
34,"Self-emp-not-inc",9,"Sales",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8770,"train_pool"
35,"Self-emp-inc",10,"Sales",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8771,"train_pool"
26,"Private",10,"Prof-specialty",0,0,3,"Male","Male","White","Own-child","Never-married","El-Salvador","<=50K",0,"adult.data",8772,"train_pool"
49,"Self-emp-not-inc",13,"Farming-fishing",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8773,"train_pool"
46,"Self-emp-not-inc",13,"Prof-specialty",0,0,25,"Male","Male","White","Not-in-family","Married-spouse-absent","United-States","<=50K",0,"adult.data",8774,"train_pool"
31,"Local-gov",10,"Adm-clerical",0,0,40,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",8775,"train_pool"
22,"Private",11,"Craft-repair",0,0,30,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8776,"train_pool"
20,"Private",10,"Other-service",0,0,12,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8777,"train_pool"
52,"Private",16,"Exec-managerial",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States",">50K",1,"adult.data",8778,"train_pool"
26,"Private",10,"Adm-clerical",0,0,40,"Female","Female","Black","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8779,"train_pool"
34,"Private",13,"Exec-managerial",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8780,"train_pool"
31,"Private",5,"Machine-op-inspct",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8781,"train_pool"
46,"Private",9,"Sales",0,0,30,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",8782,"train_pool"
22,"Private",4,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Mexico","<=50K",0,"adult.data",8783,"train_pool"
38,"Private",11,"Craft-repair",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8784,"train_pool"
35,"Private",9,"Sales",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Ecuador","<=50K",0,"adult.data",8785,"train_pool"
27,"State-gov",10,"Protective-serv",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8786,"train_pool"
46,"Private",10,"Sales",0,0,40,"Female","Female","White","Unmarried","Divorced","Cuba","<=50K",0,"adult.data",8788,"train_pool"
19,"Private",10,"Adm-clerical",0,0,10,"Male","Male","White","Own-child","Never-married","Thailand","<=50K",0,"adult.data",8789,"train_pool"
20,"Private",10,"Other-service",0,0,35,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8790,"train_pool"
34,"Federal-gov",13,"Protective-serv",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8791,"train_pool"
49,"Private",14,"Exec-managerial",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8792,"train_pool"
27,"Private",10,"Farming-fishing",0,0,50,"Male","Male","Other","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8793,"train_pool"
59,"Private",10,"Adm-clerical",0,0,14,"Female","Female","White","Wife","Married-civ-spouse","Cuba",">50K",1,"adult.data",8794,"train_pool"
45,"Private",13,"Exec-managerial",15024,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8795,"train_pool"
21,"Private",10,"Sales",0,0,15,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8796,"train_pool"
51,"State-gov",11,"Prof-specialty",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",8797,"train_pool"
41,"State-gov",16,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8798,"train_pool"
49,"Private",14,"Prof-specialty",0,0,40,"Male","Male","White","Not-in-family","Married-spouse-absent","United-States","<=50K",0,"adult.data",8799,"train_pool"
51,"Private",9,"Machine-op-inspct",0,0,40,"Male","Male","Black","Own-child","Divorced","United-States","<=50K",0,"adult.data",8800,"train_pool"
20,"Private",10,"Handlers-cleaners",0,0,20,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8801,"train_pool"
43,"Private",9,"Handlers-cleaners",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8803,"train_pool"
50,"Private",9,"Machine-op-inspct",0,0,44,"Female","Female","Black","Unmarried","Divorced","United-States","<=50K",0,"adult.data",8804,"train_pool"
32,"Private",9,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8805,"train_pool"
27,"Local-gov",9,"Farming-fishing",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8806,"train_pool"
38,"Private",9,"Other-service",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8807,"train_pool"
62,"Private",9,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8808,"train_pool"
46,"Private",9,"Exec-managerial",0,0,44,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8809,"train_pool"
19,"Private",10,"Tech-support",0,0,40,"Female","Female","White","Own-child","Never-married","Missing","<=50K",0,"adult.data",8810,"train_pool"
21,"Private",9,"Machine-op-inspct",0,0,40,"Female","Female","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",8811,"train_pool"
36,"Private",13,"Adm-clerical",0,0,50,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8812,"train_pool"
36,"Private",8,"Handlers-cleaners",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8813,"train_pool"
23,"Private",9,"Machine-op-inspct",0,0,40,"Male","Male","Asian-Pac-Islander","Own-child","Never-married","Philippines","<=50K",0,"adult.data",8814,"train_pool"
58,"Private",13,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8815,"train_pool"
40,"Private",13,"Prof-specialty",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8816,"train_pool"
42,"Private",9,"Sales",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8819,"train_pool"
55,"Private",10,"Adm-clerical",0,0,40,"Female","Female","White","Unmarried","Widowed","United-States","<=50K",0,"adult.data",8820,"train_pool"
25,"Private",9,"Handlers-cleaners",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8822,"train_pool"
39,"Private",10,"Tech-support",0,0,40,"Female","Female","Black","Unmarried","Never-married","United-States","<=50K",0,"adult.data",8823,"train_pool"
20,"Private",9,"Other-service",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8824,"train_pool"
32,"Private",9,"Other-service",0,0,54,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8825,"train_pool"
28,"Private",13,"Sales",0,0,65,"Male","Male","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",8826,"train_pool"
18,"Private",9,"Other-service",0,0,25,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8828,"train_pool"
43,"Self-emp-not-inc",9,"Exec-managerial",0,0,35,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8829,"train_pool"
29,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8830,"train_pool"
32,"Private",10,"Protective-serv",0,0,46,"Male","Male","White","Husband","Married-civ-spouse","Dominican-Republic","<=50K",0,"adult.data",8831,"train_pool"
31,"Local-gov",9,"Craft-repair",0,0,40,"Male","Male","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",8832,"train_pool"
60,"Private",3,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Mexico","<=50K",0,"adult.data",8833,"train_pool"
42,"Private",10,"Transport-moving",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8834,"train_pool"
46,"Private",14,"Exec-managerial",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8835,"train_pool"
38,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8836,"train_pool"
18,"Private",7,"Other-service",0,0,19,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8837,"train_pool"
31,"Private",9,"Sales",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8838,"train_pool"
54,"Private",9,"Sales",4064,0,55,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8839,"train_pool"
46,"Private",10,"Sales",0,2042,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8840,"train_pool"
27,"Self-emp-not-inc",9,"Farming-fishing",0,0,80,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8841,"train_pool"
38,"Self-emp-not-inc",4,"Farming-fishing",0,0,56,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8843,"train_pool"
25,"Private",9,"Other-service",0,0,40,"Male","Male","White","Not-in-family","Divorced","Mexico","<=50K",0,"adult.data",8845,"train_pool"
19,"Private",9,"Farming-fishing",0,0,25,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8846,"train_pool"
60,"Local-gov",10,"Other-service",0,0,60,"Male","Male","Asian-Pac-Islander","Husband","Married-civ-spouse","Philippines","<=50K",0,"adult.data",8847,"train_pool"
45,"Local-gov",5,"Other-service",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8848,"train_pool"
21,"Private",10,"Tech-support",0,1602,16,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8849,"train_pool"
42,"Private",9,"Transport-moving",0,1980,46,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8850,"train_pool"
38,"Private",9,"Craft-repair",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8851,"train_pool"
19,"Private",9,"Exec-managerial",0,0,32,"Male","Male","Black","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8852,"train_pool"
23,"Private",10,"Adm-clerical",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8853,"train_pool"
24,"Private",10,"Handlers-cleaners",0,0,30,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8854,"train_pool"
30,"Private",12,"Sales",0,0,52,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8855,"train_pool"
62,"Private",10,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8856,"train_pool"
26,"Self-emp-not-inc",15,"Prof-specialty",0,0,20,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8857,"train_pool"
42,"Federal-gov",13,"Exec-managerial",0,0,52,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8858,"train_pool"
33,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8859,"train_pool"
54,"Self-emp-inc",16,"Prof-specialty",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","Missing",">50K",1,"adult.data",8860,"train_pool"
35,"Private",13,"Prof-specialty",0,0,32,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",8861,"train_pool"
33,"Private",9,"Sales",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8862,"train_pool"
45,"Private",9,"Sales",0,0,55,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8863,"train_pool"
62,"Private",13,"Adm-clerical",0,0,30,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",8864,"train_pool"
50,"Local-gov",10,"Adm-clerical",0,0,40,"Female","Female","Black","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8866,"train_pool"
54,"Private",13,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8867,"train_pool"
58,"Private",4,"Machine-op-inspct",0,0,40,"Male","Male","White","Own-child","Divorced","United-States","<=50K",0,"adult.data",8868,"train_pool"
39,"Self-emp-inc",9,"Craft-repair",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8869,"train_pool"
32,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",8870,"train_pool"
27,"Private",13,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8871,"train_pool"
27,"Private",9,"Transport-moving",3908,0,35,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8872,"train_pool"
20,"Private",10,"Other-service",0,0,60,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8873,"train_pool"
64,"Private",4,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8874,"train_pool"
55,"Self-emp-inc",14,"Sales",0,0,40,"Female","Female","White","Not-in-family","Widowed","United-States","<=50K",0,"adult.data",8875,"train_pool"
46,"Private",9,"Tech-support",0,0,43,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8876,"train_pool"
45,"Private",10,"Transport-moving",0,0,55,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8877,"train_pool"
26,"Private",9,"Transport-moving",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8878,"train_pool"
36,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8879,"train_pool"
25,"Private",13,"Sales",0,1876,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8880,"train_pool"
58,"Private",6,"Transport-moving",0,1887,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8881,"train_pool"
47,"Private",9,"Priv-house-serv",0,0,45,"Female","Female","Asian-Pac-Islander","Not-in-family","Widowed","Thailand","<=50K",0,"adult.data",8883,"train_pool"
35,"Private",14,"Machine-op-inspct",0,0,48,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8884,"train_pool"
38,"Private",9,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8885,"train_pool"
50,"Private",7,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8886,"train_pool"
36,"Private",9,"Adm-clerical",0,0,38,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",8887,"train_pool"
28,"Private",3,"Craft-repair",0,0,40,"Male","Male","White","Other-relative","Never-married","Mexico","<=50K",0,"adult.data",8888,"train_pool"
40,"Private",9,"Protective-serv",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",8890,"train_pool"
55,"Private",10,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8891,"train_pool"
29,"Self-emp-not-inc",9,"Farming-fishing",0,0,45,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8892,"train_pool"
33,"Private",9,"Craft-repair",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8893,"train_pool"
32,"Private",13,"Exec-managerial",7688,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8894,"train_pool"
45,"Local-gov",14,"Prof-specialty",0,0,10,"Male","Male","Black","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8895,"train_pool"
23,"Private",9,"Handlers-cleaners",0,0,25,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8896,"train_pool"
31,"Private",11,"Protective-serv",0,0,40,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",8897,"train_pool"
22,"Private",10,"Other-service",0,0,40,"Female","Female","Asian-Pac-Islander","Not-in-family","Never-married","Philippines","<=50K",0,"adult.data",8898,"train_pool"
59,"Private",9,"Handlers-cleaners",0,0,40,"Male","Male","Black","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",8899,"train_pool"
32,"Private",10,"Craft-repair",0,0,38,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8900,"train_pool"
49,"State-gov",10,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8901,"train_pool"
22,"Private",10,"Adm-clerical",0,0,30,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",8902,"train_pool"
26,"Private",10,"Adm-clerical",0,0,30,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8903,"train_pool"
55,"Self-emp-not-inc",10,"Sales",0,0,50,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",8905,"train_pool"
47,"Private",9,"Exec-managerial",0,0,49,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",8906,"train_pool"
44,"Private",9,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8907,"train_pool"
27,"Private",10,"Other-service",0,0,24,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8908,"train_pool"
40,"State-gov",14,"Prof-specialty",15024,0,37,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",8909,"train_pool"
32,"Self-emp-not-inc",13,"Prof-specialty",0,0,8,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",8910,"train_pool"
20,"Private",10,"Machine-op-inspct",0,0,40,"Male","Male","Asian-Pac-Islander","Other-relative","Never-married","Vietnam","<=50K",0,"adult.data",8911,"train_pool"
84,"Local-gov",9,"Exec-managerial",0,0,33,"Female","Female","White","Not-in-family","Widowed","United-States","<=50K",0,"adult.data",8912,"train_pool"
40,"Private",10,"Craft-repair",0,0,50,"Male","Male","White","Other-relative","Divorced","United-States","<=50K",0,"adult.data",8913,"train_pool"
37,"Private",13,"Sales",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8914,"train_pool"
44,"Private",10,"Transport-moving",0,1380,40,"Male","Male","White","Own-child","Divorced","United-States","<=50K",0,"adult.data",8915,"train_pool"
47,"Private",10,"Exec-managerial",0,0,40,"Female","Female","White","Unmarried","Divorced","Germany","<=50K",0,"adult.data",8916,"train_pool"
62,"Self-emp-not-inc",10,"Sales",0,0,25,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8917,"train_pool"
47,"Private",9,"Transport-moving",0,0,45,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",8918,"train_pool"
44,"Local-gov",9,"Craft-repair",0,0,40,"Male","Male","Black","Unmarried","Divorced","United-States","<=50K",0,"adult.data",8919,"train_pool"
26,"Local-gov",13,"Adm-clerical",0,0,41,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8920,"train_pool"
36,"Private",10,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8921,"train_pool"
52,"Private",7,"Other-service",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",8922,"train_pool"
33,"Private",10,"Adm-clerical",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",8923,"train_pool"
