"age","workclass","education_num","occupation","capital_gain","capital_loss","hours_per_week","sex","group","race","relationship","marital_status","native_country","income","y","source_file","row_id"
48,"Local-gov",11,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11304
28,"Private",5,"Machine-op-inspct",0,0,40,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",11305
20,"State-gov",10,"Farming-fishing",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11306
51,"Private",10,"Handlers-cleaners",0,0,40,"Female","Female","White","Not-in-family","Divorced","Ireland","<=50K",0,"adult.data",11307
32,"Federal-gov",9,"Adm-clerical",0,0,40,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",11308
55,"Private",6,"Other-service",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11309
41,"Local-gov",13,"Protective-serv",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",11310
46,"Private",14,"Prof-specialty",7688,0,35,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",11311
45,"Self-emp-inc",9,"Other-service",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11312
65,"Local-gov",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11313
45,"Private",16,"Prof-specialty",7688,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11314
22,"Private",10,"Adm-clerical",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11315
42,"Self-emp-not-inc",15,"Prof-specialty",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11316
37,"Private",13,"Exec-managerial",5178,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11317
24,"Private",13,"Exec-managerial",0,0,40,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",11318
67,"Private",10,"Other-service",0,0,41,"Female","Female","Black","Unmarried","Divorced","United-States","<=50K",0,"adult.data",11319
28,"Private",9,"Tech-support",0,0,37,"Female","Female","White","Not-in-family","Married-spouse-absent","United-States","<=50K",0,"adult.data",11320
56,"Private",6,"Other-service",0,0,35,"Male","Male","White","Husband","Married-civ-spouse","Cuba",">50K",1,"adult.data",11321
31,"State-gov",11,"Protective-serv",0,0,38,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11322
33,"Private",10,"Exec-managerial",0,0,40,"Female","Female","White","Unmarried","Separated","United-States","<=50K",0,"adult.data",11323
45,"Private",10,"Handlers-cleaners",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Germany",">50K",1,"adult.data",11324
53,"Private",13,"Prof-specialty",0,1902,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11325
47,"Private",4,"Handlers-cleaners",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Portugal","<=50K",0,"adult.data",11326
40,"Private",9,"Sales",0,0,30,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",11327
35,"Private",10,"Sales",0,0,48,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11328
65,"Self-emp-not-inc",4,"Farming-fishing",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11329
42,"Private",10,"Other-service",0,0,30,"Female","Female","Black","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",11330
23,"Federal-gov",13,"Prof-specialty",0,0,15,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11331
39,"Private",10,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",11332
39,"Private",9,"Craft-repair",0,0,30,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11333
37,"Private",9,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11334
25,"Private",11,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11335
31,"Self-emp-not-inc",9,"Other-service",0,0,40,"Female","Female","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",11336
39,"Private",9,"Exec-managerial",0,0,45,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",11337
39,"Private",13,"Sales",0,0,30,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11338
25,"Private",13,"Adm-clerical",0,0,35,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",11339
30,"Private",7,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11340
37,"Private",5,"Machine-op-inspct",0,0,48,"Female","Female","Black","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",11341
22,"Private",9,"Craft-repair",0,0,36,"Female","Female","White","Unmarried","Never-married","Mexico","<=50K",0,"adult.data",11342
46,"Federal-gov",14,"Exec-managerial",0,1977,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11343
54,"Private",13,"Sales",0,1408,38,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",11344
33,"Private",12,"Craft-repair",0,0,45,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11345
70,"State-gov",13,"Exec-managerial",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11346
36,"Private",10,"Adm-clerical",0,0,45,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",11347
53,"Local-gov",14,"Prof-specialty",0,0,50,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",11348
55,"State-gov",9,"Adm-clerical",0,1617,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",11349
17,"Private",7,"Protective-serv",0,0,30,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11350
36,"Private",10,"Handlers-cleaners",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",11351
36,"Self-emp-not-inc",15,"Prof-specialty",0,0,55,"Male","Male","White","Not-in-family","Never-married","United-States",">50K",1,"adult.data",11352
40,"Local-gov",9,"Farming-fishing",0,0,40,"Male","Male","Black","Own-child","Married-spouse-absent","United-States","<=50K",0,"adult.data",11353
36,"Private",9,"Transport-moving",0,0,50,"Male","Male","Black","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11354
28,"Private",9,"Transport-moving",0,0,55,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11355
39,"Private",14,"Prof-specialty",99999,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11356
49,"Private",3,"Machine-op-inspct",0,0,45,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11357
63,"Self-emp-inc",9,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11358
61,"Private",10,"Handlers-cleaners",0,0,20,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11359
48,"Self-emp-inc",9,"Craft-repair",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11360
55,"Private",9,"Machine-op-inspct",0,0,40,"Male","Male","White","Not-in-family","Married-spouse-absent","Poland","<=50K",0,"adult.data",11361
20,"Private",9,"Sales",0,0,20,"Male","Male","White","Other-relative","Married-civ-spouse","United-States","<=50K",0,"adult.data",11362
49,"Private",9,"Other-service",0,0,40,"Male","Male","Asian-Pac-Islander","Husband","Married-civ-spouse","China","<=50K",0,"adult.data",11363
27,"Federal-gov",9,"Handlers-cleaners",0,0,40,"Male","Male","Asian-Pac-Islander","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11364
37,"Private",6,"Other-service",0,0,33,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",11365
32,"State-gov",9,"Protective-serv",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11366
33,"Self-emp-inc",16,"Prof-specialty",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11367
47,"Private",11,"Other-service",0,0,26,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11368
34,"Private",9,"Machine-op-inspct",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11369
61,"Private",9,"Adm-clerical",0,0,35,"Female","Female","Black","Other-relative","Divorced","United-States","<=50K",0,"adult.data",11370
25,"Private",9,"Craft-repair",0,0,40,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",11371
26,"Private",12,"Sales",0,0,30,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11372
18,"Private",9,"Sales",0,0,30,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11373
35,"Private",9,"Sales",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11374
36,"Private",9,"Adm-clerical",0,0,40,"Female","Female","Black","Unmarried","Divorced","Missing","<=50K",0,"adult.data",11375
56,"Private",9,"Craft-repair",0,0,35,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11376
40,"State-gov",11,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11377
24,"Private",8,"Other-service",0,0,38,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11378
66,"Private",9,"Sales",0,0,40,"Female","Female","White","Not-in-family","Widowed","United-States",">50K",1,"adult.data",11379
42,"Private",9,"Machine-op-inspct",0,0,40,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",11380
28,"Private",9,"Transport-moving",0,0,20,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11381
39,"State-gov",10,"Adm-clerical",0,0,35,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",11382
65,"Self-emp-not-inc",11,"Farming-fishing",0,0,25,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11383
20,"Private",10,"Other-service",0,0,20,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11384
52,"Private",9,"Machine-op-inspct",4386,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11385
39,"Private",10,"Sales",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",11386
18,"Private",9,"Machine-op-inspct",0,0,30,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11387
49,"Private",4,"Machine-op-inspct",0,0,40,"Female","Female","White","Wife","Married-civ-spouse","Hong","<=50K",0,"adult.data",11388
21,"Private",10,"Prof-specialty",0,0,48,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11389
38,"Private",9,"Adm-clerical",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11390
55,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11391
27,"Private",6,"Craft-repair",0,0,55,"Male","Male","White","Other-relative","Married-civ-spouse","United-States","<=50K",0,"adult.data",11392
34,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Unmarried","Separated","United-States","<=50K",0,"adult.data",11393
54,"Local-gov",10,"Prof-specialty",0,0,40,"Female","Female","White","Not-in-family","Never-married","Mexico","<=50K",0,"adult.data",11394
38,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",11395
32,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Other-relative","Divorced","United-States","<=50K",0,"adult.data",11396
33,"State-gov",10,"Tech-support",0,0,12,"Male","Male","White","Not-in-family","Separated","United-States","<=50K",0,"adult.data",11397
32,"Federal-gov",12,"Protective-serv",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11398
34,"Private",14,"Exec-managerial",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","France","<=50K",0,"adult.data",11399
46,"Private",13,"Other-service",0,0,30,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11400
48,"Private",14,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11401
23,"Private",10,"Exec-managerial",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11402
48,"Federal-gov",4,"Handlers-cleaners",0,0,40,"Male","Male","White","Unmarried","Married-spouse-absent","United-States","<=50K",0,"adult.data",11403
67,"Private",9,"Exec-managerial",0,0,37,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11404
36,"Private",15,"Prof-specialty",5178,0,60,"Male","Male","White","Husband","Married-civ-spouse","Missing",">50K",1,"adult.data",11405
25,"Private",13,"Other-service",0,0,20,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11406
43,"Private",10,"Craft-repair",4064,0,38,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11407
27,"Local-gov",12,"Prof-specialty",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11408
56,"Private",2,"Machine-op-inspct",0,0,40,"Male","Male","White","Unmarried","Separated","United-States","<=50K",0,"adult.data",11409
54,"Self-emp-not-inc",10,"Craft-repair",0,1579,48,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11410
39,"Private",9,"Sales",0,1887,46,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11411
60,"Self-emp-not-inc",9,"Sales",0,0,25,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",11412
27,"Private",10,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11413
21,"Private",10,"Sales",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11414
24,"Private",10,"Prof-specialty",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11415
31,"Private",10,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11416
22,"Private",6,"Craft-repair",0,0,15,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11417
26,"Private",13,"Exec-managerial",0,0,45,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11418
45,"Self-emp-inc",9,"Craft-repair",0,0,48,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11419
33,"Private",9,"Transport-moving",0,0,40,"Male","Male","Asian-Pac-Islander","Other-relative","Never-married","United-States","<=50K",0,"adult.data",11420
29,"Private",5,"Machine-op-inspct",0,0,40,"Female","Female","Black","Unmarried","Divorced","United-States","<=50K",0,"adult.data",11421
72,"Private",9,"Adm-clerical",6360,0,40,"Female","Female","White","Not-in-family","Widowed","United-States","<=50K",0,"adult.data",11422
35,"Self-emp-not-inc",9,"Craft-repair",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11423
53,"State-gov",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11424
40,"Private",10,"Exec-managerial",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11425
20,"Private",9,"Other-service",0,0,30,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11426
69,"Private",9,"Adm-clerical",1848,0,12,"Female","Female","White","Unmarried","Widowed","United-States","<=50K",0,"adult.data",11427
41,"Local-gov",9,"Other-service",0,0,25,"Female","Female","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",11428
45,"Private",14,"Adm-clerical",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11429
27,"Private",9,"Handlers-cleaners",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11430
46,"Self-emp-inc",15,"Prof-specialty",99999,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11431
55,"Private",10,"Transport-moving",0,0,35,"Male","Male","Black","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11432
31,"Private",10,"Exec-managerial",0,0,40,"Male","Male","Black","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11433
45,"Private",10,"Sales",0,0,55,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",11434
64,"Private",9,"Exec-managerial",0,0,5,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11435
38,"Private",10,"Exec-managerial",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11436
17,"Private",6,"Other-service",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11437
33,"Private",9,"Adm-clerical",0,1887,20,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",11438
22,"Private",8,"Other-service",0,0,50,"Female","Female","Black","Unmarried","Married-spouse-absent","United-States","<=50K",0,"adult.data",11439
23,"Private",10,"Other-service",0,0,30,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11440
25,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",11441
33,"Private",13,"Prof-specialty",3103,0,43,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11442
37,"Private",9,"Other-service",0,0,35,"Female","Female","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",11443
53,"Private",9,"Adm-clerical",0,1876,38,"Female","Female","White","Unmarried","Separated","United-States","<=50K",0,"adult.data",11444
28,"Local-gov",10,"Protective-serv",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11445
33,"Private",13,"Prof-specialty",0,0,40,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",11446
41,"Private",9,"Adm-clerical",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11447
61,"Self-emp-inc",13,"Sales",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11448
25,"Private",10,"Other-service",0,0,25,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11449
35,"Private",9,"Exec-managerial",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States",">50K",1,"adult.data",11450
64,"Local-gov",11,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11451
28,"Private",9,"Handlers-cleaners",0,0,38,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11452
39,"Self-emp-not-inc",10,"Prof-specialty",0,1564,12,"Male","Male","White","Not-in-family","Never-married","United-States",">50K",1,"adult.data",11453
53,"Private",9,"Transport-moving",0,0,40,"Male","Male","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",11454
28,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11455
38,"Federal-gov",10,"Handlers-cleaners",0,0,40,"Female","Female","Black","Unmarried","Divorced","United-States","<=50K",0,"adult.data",11456
25,"Local-gov",13,"Prof-specialty",0,0,35,"Male","Male","White","Not-in-family","Never-married","Italy","<=50K",0,"adult.data",11457
19,"Private",10,"Other-service",0,0,30,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11458
20,"Private",12,"Adm-clerical",0,0,30,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11459
27,"Private",13,"Machine-op-inspct",0,0,40,"Male","Male","Asian-Pac-Islander","Not-in-family","Never-married","Missing","<=50K",0,"adult.data",11460
55,"Local-gov",9,"Prof-specialty",0,2246,40,"Female","Female","White","Other-relative","Married-civ-spouse","United-States",">50K",1,"adult.data",11461
52,"State-gov",14,"Prof-specialty",0,1848,40,"Female","Female","Black","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",11462
30,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11463
47,"Private",9,"Exec-managerial",0,1974,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",11464
22,"Private",6,"Craft-repair",0,0,30,"Male","Male","White","Other-relative","Never-married","United-States","<=50K",0,"adult.data",11465
24,"Private",9,"Handlers-cleaners",4386,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11466
26,"Private",13,"Sales",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11467
27,"Private",9,"Machine-op-inspct",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11468
57,"Private",5,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Puerto-Rico","<=50K",0,"adult.data",11469
18,"Local-gov",14,"Prof-specialty",0,0,60,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11470
30,"Private",13,"Prof-specialty",0,0,45,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11471
34,"Self-emp-not-inc",13,"Prof-specialty",0,0,50,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",11472
40,"Private",10,"Adm-clerical",5178,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11473
60,"Private",9,"Other-service",0,0,38,"Female","Female","Black","Unmarried","Divorced","United-States","<=50K",0,"adult.data",11474
25,"Private",8,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11475
39,"Private",13,"Sales",0,0,55,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11476
48,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",11477
27,"Self-emp-not-inc",10,"Exec-managerial",0,0,30,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11478
33,"Self-emp-not-inc",9,"Craft-repair",0,0,65,"Male","Male","White","Not-in-family","Divorced","United-States",">50K",1,"adult.data",11479
65,"Self-emp-inc",9,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11480
52,"Private",9,"Craft-repair",0,1977,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11481
27,"Private",13,"Tech-support",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11482
32,"Private",10,"Craft-repair",0,0,40,"Male","Male","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",11483
45,"Self-emp-not-inc",10,"Sales",0,0,50,"Male","Male","White","Unmarried","Separated","United-States","<=50K",0,"adult.data",11484
27,"Private",13,"Exec-managerial",0,0,45,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",11485
57,"Self-emp-not-inc",10,"Exec-managerial",0,0,60,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",11486
44,"Private",10,"Sales",0,0,55,"Male","Male","White","Unmarried","Divorced","United-States",">50K",1,"adult.data",11487
30,"Private",14,"Prof-specialty",0,0,44,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11488
26,"Private",10,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",11489
28,"Federal-gov",10,"Adm-clerical",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11490
61,"Private",9,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11491
49,"Self-emp-not-inc",9,"Craft-repair",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","Mexico","<=50K",0,"adult.data",11492
33,"Private",14,"Prof-specialty",15024,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11493
50,"Private",12,"Machine-op-inspct",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11494
53,"Self-emp-not-inc",4,"Tech-support",0,0,99,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11495
33,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11496
22,"Private",10,"Adm-clerical",0,0,10,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11497
45,"Local-gov",13,"Protective-serv",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States",">50K",1,"adult.data",11498
47,"Self-emp-not-inc",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11499
52,"Federal-gov",13,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11500
57,"Private",9,"Adm-clerical",0,0,36,"Female","Female","White","Not-in-family","Widowed","United-States","<=50K",0,"adult.data",11501
58,"Private",9,"Adm-clerical",2174,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",11502
50,"Local-gov",14,"Prof-specialty",0,0,50,"Female","Female","Amer-Indian-Eskimo","Not-in-family","Divorced","United-States",">50K",1,"adult.data",11503
33,"Federal-gov",10,"Adm-clerical",0,0,40,"Female","Female","Asian-Pac-Islander","Own-child","Never-married","United-States","<=50K",0,"adult.data",11504
34,"Self-emp-not-inc",7,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11505
20,"Private",10,"Other-service",0,0,20,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11506
37,"Local-gov",14,"Protective-serv",7688,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11507
57,"Private",12,"Adm-clerical",0,0,40,"Female","Female","Black","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",11508
57,"Self-emp-not-inc",9,"Sales",0,0,48,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11509
21,"Private",12,"Adm-clerical",0,0,8,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",11510
40,"Private",10,"Sales",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",11511
23,"Private",10,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Separated","United-States","<=50K",0,"adult.data",11512
54,"Private",9,"Adm-clerical",0,0,20,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",11513
38,"Private",10,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11514
32,"Private",10,"Exec-managerial",15024,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",11515
